entity,example,intent,norm
WOMAN-AGE-4050s,사십대 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사십대 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여성,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여성 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여성 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여성 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여성 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여자,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여자 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여자 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여자 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 여자 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오십대 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여성,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여성 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여성 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여성 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여성 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여자,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여자 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여자 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여자 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 여자 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,6 0 대 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여성,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여성 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여성 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여성 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여성 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여자,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여자 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여자 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여자 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 여자 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,육십대 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여성,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여성 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여성 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여성 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여성 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여자,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여자 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여자 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여자 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 여자 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,오륙십대 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여성,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여성 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여성 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여성 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여성 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여자,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여자 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여자 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여자 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 여자 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,중년 선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,엄마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,할머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,장모님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,이모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,고모,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,시어머니,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,주부,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,마누라,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,안사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,집사람,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,누이,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,아줌마,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,CEO,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,사장님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,교수님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-4050s,선생님,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-2030s,3 0 대,WOMAN-AGE-TYPE,4 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여성 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여자 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여대생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여사친,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 여친,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 아내,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 와이프,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 언니,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 누나,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 사촌누나,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 사촌언니,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,3 0 대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 3 0 대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 2 0 대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이삼십대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 이십대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 삼십대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여성 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 친구,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 3 0 대 사촌,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 대학생,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 직장인,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 직장동료,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 직장후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 후배,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 직장상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 상사,WOMAN-AGE-TYPE,3 0 대 여성
WOMAN-AGE-2030s,여자 2 0 대 동료,WOMAN-AGE-TYPE,3 0 대 여성
